model,map_type,normalised,use_other,content_normalised,reference,checkpoint,depth_bin,mean,se_across,n_datasets,mean_pooled,se_pooled,n_obs
JointSheafParams,identity,False,False,False,zero,epoch-50,middle,1.8915276761357553,1.0267202954125663,8,2.014453859501397,0.22275695145894303,190
JointSheafParams,identity,False,False,False,zero,last,first,0.0,0.0,10,0.0,0.0,100
JointSheafParams,identity,False,False,False,zero,last,last,0.5849975318720658,0.3168469140393679,10,0.5849975318720658,0.11170268601526002,100
JointSheafParams,identity,False,False,False,zero,last,middle,0.5503502942673404,0.28387398718069784,8,0.5877145817654031,0.07478122184001659,190
JointSheafParams,identity,True,False,True,topological,epoch-0,first,8.822989735679733e-08,9.87035502998269e-09,9,8.979567138117228e-08,3.2343309611141148e-09,81
JointSheafParams,identity,True,False,True,topological,epoch-0,last,0.20098886624558973,0.07844260630547031,9,0.1902682677747601,0.025757701909295643,81
JointSheafParams,identity,True,False,True,topological,epoch-0,middle,0.12399585801092747,0.09781032921922907,7,0.12790964523888101,0.031811820029042294,64
JointSheafParams,identity,True,False,True,topological,epoch-1,first,8.822989735679733e-08,9.87035502998269e-09,9,8.979567138117228e-08,3.2343309611141148e-09,81
JointSheafParams,identity,True,False,True,topological,epoch-1,last,0.2112348757057272,0.07661421460595352,9,0.20078873492691396,0.02519296005634504,81
JointSheafParams,identity,True,False,True,topological,epoch-1,middle,0.13044141499817913,0.09668816993360849,7,0.13504897077178118,0.03142255939428452,64
JointSheafParams,identity,True,False,True,topological,epoch-15,first,8.822989735679733e-08,9.87035502998269e-09,9,8.979567138117228e-08,3.2343309611141148e-09,81
JointSheafParams,identity,True,False,True,topological,epoch-15,last,0.2670908426673982,0.06801880100334305,9,0.25957191254642403,0.022415476273573424,81
JointSheafParams,identity,True,False,True,topological,epoch-15,middle,0.18110054643868945,0.08982857565336551,7,0.19022524145682618,0.028900426840017743,64
JointSheafParams,identity,True,False,True,topological,epoch-200,first,8.822989735679733e-08,9.87035502998269e-09,9,8.970273566432329e-08,3.4001783772468414e-09,77
JointSheafParams,identity,True,False,True,topological,epoch-200,last,0.4210751900425957,0.03880576050725285,9,0.4225130009438743,0.015392098970769022,77
JointSheafParams,identity,True,False,True,topological,epoch-200,middle,0.2072688015163906,0.07640841309250557,7,0.21715077635508945,0.026722697777644248,60
JointSheafParams,identity,True,False,True,topological,epoch-5,first,8.822989735679733e-08,9.87035502998269e-09,9,8.979567138117228e-08,3.2343309611141148e-09,81
JointSheafParams,identity,True,False,True,topological,epoch-5,last,0.22606924756947436,0.07465428150206085,9,0.2164012706452872,0.024549830298104255,81
JointSheafParams,identity,True,False,True,topological,epoch-5,middle,0.14612596740263487,0.09435317368211568,7,0.15198573461546305,0.03059196840179039,64
JointSheafParams,identity,True,False,True,topological,epoch-50,first,8.822989735679733e-08,9.87035502998269e-09,9,8.984089121687973e-08,3.2746958628339394e-09,80
JointSheafParams,identity,True,False,True,topological,epoch-50,last,0.34612584647583117,0.05247868716970649,9,0.3471699895274022,0.018256837462017013,80
JointSheafParams,identity,True,False,True,topological,epoch-50,middle,0.20253387537516035,0.08419237770975412,7,0.21246610691757328,0.02770432947925524,63
JointSheafParams,identity,True,False,True,topological,last,first,8.822989735679733e-08,9.87035502998269e-09,9,8.995279945842595e-08,3.4358859980896696e-09,76
JointSheafParams,identity,True,False,True,topological,last,last,0.4223438147676363,0.03333521691526042,9,0.42858366210528326,0.015156884981561296,76
JointSheafParams,identity,True,False,True,topological,last,middle,0.23227090302233405,0.07591818273635048,7,0.23414978149309504,0.0265664155440966,58
JointSheafParams,identity,True,False,True,zero,epoch-0,first,0.22361726247411878,0.045423395131522375,9,0.20096594742512827,0.012802316825883162,81
JointSheafParams,identity,True,False,True,zero,epoch-0,last,0.14734246957548464,0.02882452039222703,9,0.15427205995851775,0.008970299954818418,81
JointSheafParams,identity,True,False,True,zero,epoch-0,middle,0.19507926609813192,0.04310116503482023,7,0.18342872868451632,0.014084789049488759,64
JointSheafParams,identity,True,False,True,zero,epoch-1,first,0.22361726247411878,0.045423395131522375,9,0.20096594742512827,0.012802316825883162,81
JointSheafParams,identity,True,False,True,zero,epoch-1,last,0.14891130305571607,0.027785417984052974,9,0.15525218551956943,0.008799124721863519,81
JointSheafParams,identity,True,False,True,zero,epoch-1,middle,0.19591341954654723,0.0435739605474223,7,0.18359563326090755,0.014095989227100368,64
JointSheafParams,identity,True,False,True,zero,epoch-15,first,0.22361726247411878,0.045423395131522375,9,0.20096594742512827,0.012802316825883162,81
JointSheafParams,identity,True,False,True,zero,epoch-15,last,0.09622450298551095,0.01831315388823329,9,0.09390260309703502,0.006449861956178288,81
JointSheafParams,identity,True,False,True,zero,epoch-15,middle,0.16881604118161733,0.04247648924050138,7,0.1540290771079482,0.012683257776450537,64
JointSheafParams,identity,True,False,True,zero,epoch-200,first,0.22361726247411878,0.045423395131522375,9,0.1966552755128164,0.013085542377572354,77
JointSheafParams,identity,True,False,True,zero,epoch-200,last,0.04506804417514523,0.00962598267377905,9,0.045092110932271674,0.004633377615338292,77
JointSheafParams,identity,True,False,True,zero,epoch-200,middle,0.1366973841736216,0.02646633778901036,7,0.12626920017719587,0.008973878423847942,60
JointSheafParams,identity,True,False,True,zero,epoch-5,first,0.22361726247411878,0.045423395131522375,9,0.20096594742512827,0.012802316825883162,81
JointSheafParams,identity,True,False,True,zero,epoch-5,last,0.13648985488282467,0.02374776029474038,9,0.13811061352844495,0.00797616028764739,81
JointSheafParams,identity,True,False,True,zero,epoch-5,middle,0.19428061879995456,0.0448377877649338,7,0.180234858706201,0.013975398367695277,64
JointSheafParams,identity,True,False,True,zero,epoch-50,first,0.22361726247411878,0.045423395131522375,9,0.19882742342839357,0.01278122066300624,80
JointSheafParams,identity,True,False,True,zero,epoch-50,last,0.051274049227283236,0.008340829774626511,9,0.04858894437830148,0.0032666575275841023,80
JointSheafParams,identity,True,False,True,zero,epoch-50,middle,0.14403263225597346,0.03588654437383585,7,0.12987178680056807,0.01082976206438534,63
JointSheafParams,identity,True,False,True,zero,last,first,0.22361726247411878,0.045423395131522375,9,0.19340973186936192,0.012844576372707103,76
JointSheafParams,identity,True,False,True,zero,last,last,0.041410200036707395,0.010305295108879092,9,0.0429085700233338,0.004827525769053056,76
JointSheafParams,identity,True,False,True,zero,last,middle,0.1264595296943239,0.022670904424392447,7,0.1191990055776982,0.008161492708190816,58
